name,appid,in_steam,type,steam_name,has_dlc,dlc,is_coming_soon,release_date
Bus Driver Simulator,2124590.0,True,game,City Bus Driver Simulator,False,,False,2022-09-15
Spirit of the Island – Adventureland - DLC,2507940.0,True,dlc,Spirit of the Island - Adventureland,False,,False,2023-10-03
Dying Light - Harran Tactical Unit bundle - DLC,1543420.0,True,dlc,Dying Light - Harran Tactical Unit Bundle,False,,False,2021-02-25
Blackguards 2,314830.0,True,game,Blackguards 2,False,,False,2015-01-20
Crazy Machines 3,351920.0,True,game,Crazy Machines 3,False,,False,2016-10-18
Orcs Must Die!,102600.0,True,game,Orcs Must Die!,True,"[102622, 102623]",False,2011-10-11
Silt,1325890.0,True,game,SILT,False,,False,2022-06-01
Stellaris: Galactic Paragons - DLC,2380030.0,True,dlc,Stellaris: Galactic Paragons,False,,False,2023-05-09
The Walking Dead: Michonne,429570.0,True,game,The Walking Dead: Michonne - A Telltale Miniseries,False,,False,2016-02-23
Lethis: Daring Discoverers,580570.0,True,game,Lethis - Daring Discoverers,False,,False,2017-06-08
Type:Rider,258890.0,True,game,Type:Rider,False,,False,2013-11-06
Arpsic,1713340.0,True,game,Arpsic,False,,False,2022-11-07
The Forest Cathedral,1271310.0,True,game,The Forest Cathedral,False,,False,2023-03-14
Tropico Reloaded,33520.0,True,game,Tropico Reloaded,False,,False,2009-07-24
NecroWorm,622890.0,True,game,NecroWorm,False,,False,2017-05-18
Necrosmith,1949190.0,True,game,Necrosmith,True,[2099850],False,2022-07-13
Mortal Kombat 1 - Premium Edition,253370.0,True,game,Axis Game Factory's AGFPRO v3,True,"[270940, 270941, 270942, 337120, 352111, 361210]",False,2013-11-19
Devil May Cry 4: Special Edition,941300.0,True,game,TouHou Nil Soul,True,[1252910],False,2020-02-28
"Warhammer 40,000: Space Wolf",2183900.0,True,game,"Warhammer 40,000: Space Marine 2",False,,True,2024-09-09
Pathfinder: Kingmaker Royal Edition,1205240.0,True,game,Tentacle Girl,True,[1205290],False,2020-02-14
Block'Em!,1529220.0,True,game,Block'Em!,True,[2132150],False,2022-09-08
Iron Danger,899310.0,True,game,Iron Danger,True,"[1130870, 1130871, 1130872]",False,2020-03-25
Metro Redux Bundle,1205240.0,True,game,Tentacle Girl,True,[1205290],False,2020-02-14
Displaced,615970.0,True,game,Displaced,False,,False,2017-07-26
Stellaris: First Contact Story Pack - DLC,2277860.0,True,dlc,Stellaris: First Contact Story Pack,False,,False,2023-03-14
PlateUp!,1599600.0,True,game,PlateUp!,False,,False,2022-08-04
Cities: Skylines - Pop-Punk Radio - DLC,2225941.0,True,dlc,Cities: Skylines - Pop-Punk Radio,False,,False,2023-03-22
Spiritfarer®: Farewell Edition,972660.0,True,game,Spiritfarer®: Farewell Edition,True,"[1395720, 1398770]",False,2020-08-18
Time Loader,1301950.0,True,game,Time Loader,False,,False,2021-11-03
Hello Neighbor,521890.0,True,game,Hello Neighbor,True,[767890],False,2017-12-08
APEX LEGENDS - 2150 COINS VIRTUAL CURRENCY,1172470.0,True,game,Apex Legends™,False,,False,2020-11-04
Railway Empire,503940.0,True,game,Railway Empire,True,"[1479630, 1161421, 1161420, 884143, 884142, 884141, 884140, 873880, 820930, 1341580]",False,2018-01-26
Star Wars: Knights of the Old Republic,1286830.0,True,game,STAR WARS™: The Old Republic™,False,,False,2020-07-21
Old World,597180.0,True,game,Old World,True,"[1952840, 2261870, 2587410, 2587430]",False,2022-05-18
Hollow,2261140.0,True,game,Hollow,False,,True,null
The Ascent - Cyber Heist - DLC,1802470.0,True,dlc,The Ascent - Cyber Heist,False,,False,2022-08-18
Rise of Industry: 2130 - DLC,1139110.0,True,dlc,Rise of Industry: 2130,False,,False,2019-10-24
The Franz Kafka Videogame,392280.0,True,game,The Franz Kafka Videogame,False,,False,2017-04-06
911 Operator,503560.0,True,game,911 Operator,True,"[580730, 580731, 606970, 606971]",False,2017-02-24
Cities: Skylines - Natural Disasters - DLC,515191.0,True,dlc,Cities: Skylines - Natural Disasters,False,,False,2016-11-29
Hyperspace Invaders II: Pixel Edition,397690.0,True,game,Hyperspace Invaders II: Pixel Edition,False,,False,2015-09-04
HyperBrawl Tournament - Celebration Pack 2 - DLC,1338964.0,True,dlc,HyperBrawl Tournament - Celebration Pack 2,False,,False,2020-10-20
Apex Legends: 1000 Coins - DLC,2192770.0,True,game,Taddle Quest,False,,True,2024-01-23
Far Cry 4 - Season Pass,1129580.0,True,game,Medieval Dynasty,True,"[1418980, 1766020, 1766021, 1766022]",False,2021-09-23
Kingdom Two Crowns: Norse Lands - DLC,1708680.0,True,dlc,Kingdom Two Crowns: Norse Lands,False,,False,2021-11-15
Lethis: Path of Progress,359230.0,True,game,Lethis - Path of Progress,False,,False,2015-06-25
Карта оплаты Xbox Game Pass Ultimate на 3 месяца,,False,,,,,,null
Cities: Skylines - Parklife Plus - DLC,315660.0,True,game,Trainz: A New Era,True,"[322140, 322141, 335610, 335611, 380740, 404210, 404211, 404212, 404213, 404214, 404215, 404216, 404217, 404218, 404219, 404220, 404980, 404981, 404982, 430180, 430181, 430220, 438390, 439330, 443300, 447480, 453200, 454800, 457610, 460070, 462140, 486100, 487540, 500540, 511650, 512810, 512850, 512870, 520780, 534850, 535540, 535580, 535600, 536580, 536730, 537080, 537940, 599400, 599540, 610910, 610970, 612200, 613430, 632630, 633280, 643420, 643460, 662860, 662861, 662862, 662863, 662864, 662865, 662866, 706450, 715080, 766440, 766441, 766442, 766443, 766444, 766445, 766446, 766447, 766448, 766449, 766470, 766471, 766472, 766520, 766521, 767230, 768050, 802100, 811710, 818980, 818981, 818982, 844690, 865070, 866990, 1042540, 1093990, 1094210, 1094490, 1094550, 1202500]",False,2015-05-14
Pathfinder: Wrath of the Righteous – The Treasure of the Midnight Isles - DLC,2064590.0,True,dlc,Pathfinder: Wrath of the Righteous – The Treasure of the Midnight Isles,False,,False,2022-08-30
Project Highrise: Miami Malls - DLC,636500.0,True,dlc,Project Highrise: Miami Malls,False,,False,2017-07-13
Titan Quest: Eternal Embers - DLC,1804460.0,True,dlc,Titan Quest: Eternal Embers,False,,False,2021-12-03
Caravan,352890.0,True,game,Caravan,False,,False,2016-09-30
Sword Art Online: Hollow Realization - Deluxe Edition,2192770.0,True,game,Taddle Quest,False,,True,2024-01-23
Tails Noir Preludes,2020030.0,True,game,Tails Noir Preludes,True,[2288410],False,2023-02-02
Citadels,238870.0,True,game,Citadels,False,,False,2013-07-25
Kingdom Come: Deliverance - Royal Edition,1205240.0,True,game,Tentacle Girl,True,[1205290],False,2020-02-14
DreadOut,269790.0,True,game,DreadOut,True,[298680],False,2014-05-15
Little Nightmares - Secrets of The Maw Expansion Pass - DLC,640920.0,True,dlc,Little Nightmares - Secrets of The Maw Expansion Pass,False,,False,2017-06-06
Surviving Mars: Martian Express - DLC,1816780.0,True,dlc,Surviving Mars: Martian Express,False,,False,2022-04-28
Tiny Lands,1354910.0,True,game,Tiny Lands,True,"[2211350, 2624900]",False,2021-01-21
Pathfinder: Wrath of the Righteous - The Last Sarkorians - DLC,2266770.0,True,dlc,Pathfinder: Wrath of the Righteous - The Last Sarkorians,False,,False,2023-03-07
Bus Driver Simulator - Old Legend - DLC,1205240.0,True,game,Tentacle Girl,True,[1205290],False,2020-02-14
INSOMNIA: The Ark,783170.0,True,game,INSOMNIA: The Ark,True,"[942170, 949900]",False,2018-09-27
Dungeons 3 – Famous Last Words - DLC,1049940.0,True,dlc,Dungeons 3 - Famous Last Words,False,,False,2019-05-17
Northgard,466560.0,True,game,Northgard,True,"[888650, 971630, 1036760, 1088640, 1223060, 1401490, 1644210, 1876990, 2138500, 1236370, 2228200, 2515460, 2658730]",False,2018-03-07
Hearts of Iron IV: Allied Armor Pack - DLC,1317230.0,True,dlc,Hearts of Iron IV: Allied Armor Pack,False,,False,2020-06-04
IXION,1113120.0,True,game,IXION,True,"[2115940, 2115950]",False,2022-12-07
Last Room,1334010.0,True,game,Last Room,True,[1721900],False,2021-06-14
The Persistence,1140100.0,True,game,The Persistence,True,[1640440],False,2020-05-20
The Disney Afternoon Collection,525040.0,True,,,,,,null
Graveyard Keeper - Better Save Soul - DLC,1788370.0,True,dlc,Graveyard Keeper - Better Save Soul,False,,False,2021-10-27
Shooting Stars,415350.0,True,game,Shooting Stars!,False,,False,2016-01-19
The Fabled Woods,1299480.0,True,game,The Fabled Woods,True,"[1573680, 1573670]",False,2021-03-25
Screaming Chicken: Ultimate Showdown,1634100.0,True,game,No More Rainbows,False,,False,2023-06-01
Grotesque Tactics 2 – Dungeons and Donuts,46570.0,True,game,Grotesque Tactics 2 – Dungeons and Donuts,False,,False,2011-11-21
Prison Architect - Future Tech Pack - DLC,2184800.0,True,dlc,Prison Architect - Future Tech Pack,False,,False,2022-11-22
Operation: Tango,1335790.0,True,game,Operation: Tango,True,[1657310],False,2021-06-01
Onimusha: Warlords,761600.0,True,game,Onimusha: Warlords,False,,False,2019-01-15
Stellaris: Leviathans Story Pack - DLC,518910.0,True,dlc,Stellaris: Leviathans Story Pack,False,,False,2016-10-20
Terraformers,1244800.0,True,game,Terraformers,True,"[1783650, 2646850]",False,2023-03-09
Winter,1919040.0,True,game,Winter,False,,False,2022-03-15
The Rosebud Condominium,663120.0,True,game,The Rosebud Condominium,False,,False,2017-08-09
Train Valley 2: Myths & Rails - DLC,1874870.0,True,dlc,Train Valley 2 - Myths and Rails,False,,False,2022-05-11
Potion Craft: Alchemist Simulator,1210320.0,True,game,Potion Craft: Alchemist Simulator,False,,False,2022-12-13
Age of Wonders 4,1669000.0,True,game,Age of Wonders 4,True,"[2367860, 2401830, 2401850, 2401860, 2330150]",False,2023-05-02
Pathologic 2,505230.0,True,game,Pathologic 2,True,"[1141960, 1080220, 1080230]",False,2019-05-23
POSTAL 2: Paradise Lost - DLC,360960.0,True,dlc,POSTAL 2: Paradise Lost,False,,False,2015-04-14
Graveyard Keeper - Stranger Sins - DLC,1163770.0,True,dlc,Graveyard Keeper - Stranger Sins,False,,False,2019-10-28
Kingdom: New Lands,496300.0,True,game,Kingdom: New Lands,True,"[509430, 760200]",False,2016-08-09
TEKKEN 7 - Originals Edition,40970.0,True,game,Stronghold Crusader HD,False,,False,2013-10-21
Cities: Skylines - Industries - DLC,715194.0,True,dlc,Cities: Skylines - Industries,False,,False,2018-10-23
Victoria 3,529340.0,True,game,Victoria 3,True,"[2591240, 2282100, 2348450, 2411230, 2411231]",False,2022-10-25
DRAGON BALL Z: KAKAROT,851850.0,True,game,DRAGON BALL Z: KAKAROT,True,"[2275550, 2163850, 2290790, 1144646, 1144582, 1292130, 1144645, 1144640, 1144643]",False,2020-01-16
Risky Rescue,439910.0,True,game,Risky Rescue,False,,False,2016-02-19
Deponia Doomsday,421050.0,True,game,Deponia Doomsday,False,,False,2016-03-01
Neighbours back From Hell,1283190.0,True,game,Neighbours back From Hell,False,,False,2020-10-08
X-Blades,892970.0,True,game,Valheim,True,[1620250],False,2021-02-02
Dreamscaper,1040420.0,True,game,Dreamscaper,True,[1316600],False,2021-08-05
Alan Wake,108710.0,True,game,Alan Wake,True,"[108726, 268560]",False,2012-02-16
Safecracker: The Ultimate Puzzle Adventure,3260.0,True,game,Safecracker: The Ultimate Puzzle Adventure,False,,False,2007-08-29
Marvel's Spider-Man Remastered,449394.0,True,dlc,LEGO® MARVEL's Avengers DLC - Spider-Man Character Pack,False,,False,2016-05-24
Destroy All Humans! 2 – Reprobed,1266700.0,True,game,Destroy All Humans! 2 - Reprobed,True,"[2080850, 2080851, 2082930]",False,2022-08-30
ENSLAVED™: Odyssey to the West™ - Premium Edition,245280.0,True,game,ENSLAVED™: Odyssey to the West™ Premium Edition,False,,False,2013-10-24
Totally Reliable Delivery Service,1011670.0,True,game,Totally Reliable Delivery Service,True,"[1528440, 1528441, 1528442]",False,2021-04-01
The Mooseman,574310.0,True,game,The Mooseman,True,[579890],False,2017-02-17
Pongo,369000.0,True,game,Pongo,False,,False,2015-05-11
Kingdoms of Amalur: Re-Reckoning,1041720.0,True,game,Kingdoms of Amalur: Re-Reckoning,True,"[1278250, 1278260]",False,2020-09-08
Prodigy Tactics,626550.0,True,game,Prodigy Tactics,False,,False,2018-09-28
SOLASTA: Crown of the Magister,1096530.0,True,game,Solasta: Crown of the Magister,True,"[2100431, 2100430, 1723950, 1722280, 1438980, 1631840]",False,2021-05-27
Solasta: Crown of the Magister - Palace of Ice - DLC,2100431.0,True,dlc,Solasta: Crown of the Magister - Palace of Ice,False,,False,2023-05-25
Dead Cells: DLCs Only BUNDLE - DLC,23841.0,True,,,,,,null
GOD EATER 2 Rage Burst,438490.0,True,game,GOD EATER 2 Rage Burst,False,,False,2016-08-29
Drink More Glurp,1056690.0,True,game,Drink More Glurp,False,,False,2020-08-06
Transport Fever,446800.0,True,game,Transport Fever,False,,False,2016-11-08
Resident Evil 5,1846460.0,True,game,Burnhouse Lane,True,[2240340],False,2022-12-02
World War Z,699130.0,True,game,World War Z,True,"[2614650, 2614660, 2540380, 2475060, 2226070, 2313390, 2170270, 2243210, 1640650, 1708020]",False,2021-09-21
de Blob 2,563190.0,True,game,de Blob 2,False,,False,2017-06-22
Magicka,42910.0,True,game,Magicka,True,"[255980, 73119, 73118, 73120, 73115, 73095, 73096, 73097, 73098, 73093, 73039, 73058, 73091, 73092, 42918, 73030, 73033, 73031, 73035, 73036, 73037, 73057, 266740, 813830]",False,2011-01-25
Titan Quest Anniversary Edition,475150.0,True,game,Titan Quest Anniversary Edition,True,"[741350, 1071200, 1804460]",False,2016-08-31
Streets of Rogue,512900.0,True,game,Streets of Rogue,True,"[594700, 1064720, 1285810]",False,2019-07-12
Wall World: Deep Threat - DLC,2474860.0,True,dlc,Wall World: Deep Threat,False,,False,2023-08-09
Train Valley 2 – The Pandeia Project - DLC,2440700.0,True,dlc,Train Valley 2 - The Pandeia Project,False,,False,2023-07-13
The Crown of Leaves,604330.0,True,game,The Crown of Leaves,True,"[1010210, 1160540]",False,2018-11-26
Dungeons 3 - Complete Collection,12749.0,True,,,,,,null
Radio Commander,871530.0,True,game,Radio Commander,True,[1208880],False,2019-10-10
Cat Quest II,914710.0,True,game,Cat Quest II,False,,False,2019-09-24
Panzer Corps 2: Axis Operations - 1944 - DLC,2130950.0,True,dlc,Panzer Corps 2: Axis Operations - 1944,False,,False,2022-11-08
Dungeons 3 - Clash of Gods - DLC,824610.0,True,dlc,Dungeons 3 - Clash of Gods,False,,False,2018-09-28
Ni No Kuni II: Revenant Kingdom - The Prince's Edition,689800.0,True,dlc,Ni no Kuni™ II: REVENANT KINGDOM - The Lair of the Lost Lord,False,,False,2018-12-13
Black Future '88,751820.0,True,game,Black Future '88,True,[1195600],False,2019-11-21
Friends vs Friends,1785150.0,True,game,Friends vs Friends,True,"[2432020, 2445730, 2464010, 2617460]",False,2023-05-30
Undercover Missions: Operation Kursk K-141,860620.0,True,game,KURSK,True,"[975080, 975081, 975082, 978350]",False,2018-11-07
Masky,554800.0,True,game,Masky,False,,False,2016-12-16
Stellaris: Ancient Relics Story Pack - DLC,1045980.0,True,dlc,Stellaris: Ancient Relics Story Pack,False,,False,2019-04-18
The Dark Pictures Anthology: Man Of Medan,939850.0,True,game,The Dark Pictures Anthology: Man of Medan,False,,False,2019-08-29
GRIME,1123050.0,True,game,GRIME,True,"[1701310, 1778440]",False,2021-08-02
RiMS Ultimate Edition,1392840.0,True,dlc,RimWorld - Ideology,False,,False,2021-07-20
Tormented Souls,1367590.0,True,game,Tormented Souls,True,[1782240],False,2021-08-26
Sifu (Steam),36633.0,True,,,,,,null
Hotshot Racing,609920.0,True,game,Hotshot Racing,True,[1400720],False,2020-09-10
SHOCK TROOPERS,366270.0,True,game,SHOCK TROOPERS,False,,False,2016-05-18
Tyranny - Gold Edition,5879.0,True,movie,K&L2: Gaming's Most Notorious Criminals (DE),False,,False,null
Caveblazers,452060.0,True,game,Caveblazers,True,"[641430, 767570]",False,2017-05-24
Cat Cafe Manager,1354830.0,True,game,Cat Cafe Manager,True,[1966490],False,2022-04-14
Sclash,1284130.0,True,game,Sclash,True,"[2635600, 2541920, 2361880]",False,2023-08-04
BIPED,1071870.0,True,game,Biped,False,,False,2020-03-26
DARK SOULS™ III,374320.0,True,game,DARK SOULS™ III,True,"[442010, 506970, 506971]",False,2016-04-11
Cities: Skylines - Plazas & Promenades - DLC,2008400.0,True,dlc,Cities: Skylines - Plazas & Promenades,False,,False,2022-09-14
Crusader Kings III,1158310.0,True,game,Crusader Kings III,True,"[2313540, 2313541, 2311920, 2114760, 1303184, 1303182, 1303183, 1296730]",False,2020-09-01
Syberia,46500.0,True,game,Syberia,False,,False,2011-05-19
Silent Hill Homecoming,19000.0,True,game,Silent Hill Homecoming,False,,False,2008-11-06
Biozone,19080.0,True,,,,,,null
Koumajou Remilia: Scarlet Symphony,1229880.0,True,game,Koumajou Remilia: Scarlet Symphony,True,"[2061190, 2062180]",False,2022-07-27
Tales of Berseria,429660.0,True,game,Tales of Berseria™,True,"[525430, 528050, 528051, 528052, 528053, 528055, 528056, 528057, 528058, 565210, 565220, 565230, 565240, 565250]",False,2017-01-26
Chernobylite Enhanced Edition,1016800.0,True,game,Chernobylite Enhanced Edition,True,"[2184830, 1958580, 1903090, 1640500, 1797280, 1845330, 1935250, 1701200, 1847400]",False,2021-07-28
Life is Feudal: Forest Village,496460.0,True,game,Life is Feudal: Forest Village,False,,False,2017-05-26
Alone in the Dark: Illumination,275060.0,True,game,Alone in the Dark: Illumination™,False,,False,2015-06-11
TEKKEN 7 - Season Pass - DLC,580020.0,True,dlc,TEKKEN 7 - Season Pass,False,,False,2017-06-01
Where Time Stood Still,814580.0,True,game,Where Time Stood Still,False,,False,2018-04-13
Figment,493540.0,True,game,Figment,True,[735330],False,2017-09-22
Sparkle 2 Evo,253650.0,True,game,Sparkle 2 Evo,False,,False,2013-10-24
Nickelodeon Kart Racers 2: Grand Prix,1383960.0,True,game,Nickelodeon Kart Racers 2: Grand Prix,False,,False,2020-12-01
Sundered: Eldritch Edition,535480.0,True,game,Sundered®: Eldritch Edition,True,[686430],False,2017-07-28
King Arthur II: The Role Playing Wargame,24480.0,True,game,King Arthur II: The Role-Playing Wargame,True,[24488],False,2012-01-27
Punch Club 2: Fast Forward,1161590.0,True,game,Punch Club 2: Fast Forward,True,"[2470810, 2470820]",False,2023-07-20
Hogwarts Legacy - Deluxe Edition,8038.0,True,,,,,,null
Wallace & Gromit’s Grand Adventures,31100.0,True,game,Wallace & Gromit’s Grand Adventures,False,,False,2009-03-23
Dr. Fetus' Mean Meat Machine,2228030.0,True,game,Dr. Fetus' Mean Meat Machine,False,,False,2023-06-22
Shantae and the Seven Sirens,1191630.0,True,game,Shantae and the Seven Sirens,False,,False,2020-05-28
Double Dragon IV,528610.0,True,game,Double Dragon IV,False,,False,2017-01-30
Kraken Academy!!,1158220.0,True,game,Kraken Academy!!,True,[1649100],False,2021-09-10
ARMORED CORE™ VI FIRES OF RUBICON™,1888160.0,True,game,ARMORED CORE™ VI FIRES OF RUBICON™,False,,False,2023-08-24
Aquarium Designer,1339000.0,True,game,Aquarium Designer,True,"[1939750, 2295420, 2433780]",False,2021-10-21
Intruders: Hide and Seek,1045840.0,True,game,Intruders: Hide and Seek,False,,False,2019-09-26
The Dark Pictures Anthology: Little Hope,1194630.0,True,game,The Dark Pictures Anthology: Little Hope,False,,False,2020-10-29
Crusader Kings III: Tours & Tournaments - DLC,2311920.0,True,dlc,Crusader Kings III: Tours & Tournaments,False,,False,2023-05-11
Code Vein,678960.0,True,game,CODE VEIN,True,"[773991, 774011, 875950, 875960]",False,2019-09-26
BACK 4 BLOOD,346110.0,True,game,ARK: Survival Evolved,True,"[1887560, 1691800, 1113410, 1100810, 642250, 887380, 708770, 512540, 508150, 473850, 1270830, 1646550, 1646690, 1646700, 1646720]",False,2017-08-27
The Long Journey Home,366910.0,True,game,The Long Journey Home,True,[648710],False,2017-05-30
Quell Reflect,348430.0,True,game,Quell Reflect,False,,False,2015-05-14
